time,joint1,joint2,joint3,joint4,joint5,joint6,description
11.1,1.475,1.850,1.785,1.645,1.500,1.295,Holding left position
11.4,1.420,1.800,1.730,1.595,1.455,1.260,Begin return journey
11.7,1.330,1.715,1.640,1.510,1.380,1.200,Flowing back right
12.0,1.210,1.600,1.520,1.395,1.280,1.120,All joints reversing
12.3,1.060,1.455,1.375,1.255,1.160,1.020,Coordinated shift
12.6,0.885,1.285,1.205,1.095,1.020,0.905,Through center together
12.9,0.690,1.095,1.015,0.920,0.865,0.775,Continuing right
13.2,0.480,0.890,0.810,0.735,0.700,0.640,Right momentum building
13.5,0.265,0.680,0.605,0.550,0.535,0.505,Harmonic flow right
13.8,0.055,0.475,0.405,0.375,0.380,0.380,Approaching right peak
14.1,-0.145,0.285,0.220,0.220,0.245,0.270,Right extension growing
14.4,-0.325,0.120,0.060,0.095,0.135,0.185,Maximum right - all joints
14.7,-0.475,-0.015,-0.070,-0.005,0.055,0.125,Peak right hold
15.0,-0.585,-0.115,-0.165,-0.070,0.005,0.090,Trembling at edge
15.3,-0.550,-0.090,-0.145,-0.055,0.020,0.105,Begin center return
15.6,-0.475,-0.030,-0.095,-0.015,0.055,0.135,Flowing back together
15.9,-0.365,0.055,-0.020,0.045,0.110,0.180,All joints centering
16.2,-0.230,0.160,0.075,0.125,0.180,0.240,Harmonic convergence
16.5,-0.080,0.280,0.185,0.220,0.265,0.315,Through center
16.8,0.075,0.415,0.310,0.330,0.365,0.405,Emerging right side
17.1,0.235,0.560,0.450,0.455,0.480,0.505,Building new wave
17.4,0.400,0.715,0.605,0.595,0.610,0.620,Synchronized rise
17.7,0.570,0.875,0.770,0.745,0.750,0.745,Harmonic swell
18.0,0.740,1.040,0.945,0.905,0.900,0.880,All joints ascending
18.3,0.910,1.205,1.125,1.070,1.055,1.020,Coordinated climb
18.6,1.075,1.365,1.305,1.235,1.210,1.160,Building to peak
18.9,1.230,1.520,1.480,1.395,1.360,1.295,Near summit together
19.2,1.375,1.665,1.645,1.545,1.505,1.425,Approaching zenith
19.5,1.500,1.790,1.790,1.680,1.635,1.540,Peak together - perfect sync
19.8,1.605,1.895,1.910,1.795,1.750,1.640,Maximum unified height
20.1,1.680,1.975,2.000,1.885,1.840,1.720,Absolute peak - all voices
20.4,1.650,1.950,1.985,1.865,1.825,1.705,Hold the summit
20.7,1.590,1.895,1.940,1.815,1.780,1.665,Trembling at top
21.0,1.500,1.810,1.865,1.735,1.710,1.600,Begin synchronized fall
21.3,1.385,1.700,1.765,1.630,1.615,1.515,Descending together
21.6,1.250,1.570,1.640,1.505,1.500,1.410,Flowing down in unison
21.9,1.095,1.420,1.500,1.365,1.370,1.290,Harmonic descent
22.2,0.925,1.255,1.345,1.210,1.225,1.160,All joints falling
22.5,0.745,1.080,1.180,1.045,1.070,1.020,Coordinated drop
22.8,0.560,0.900,1.010,0.875,0.910,0.875,Continuing descent
23.1,0.375,0.720,0.840,0.705,0.750,0.730,Synchronized settling
23.4,0.200,0.550,0.675,0.545,0.600,0.590,Drawing closer to earth
23.7,0.045,0.395,0.525,0.400,0.465,0.465,Approaching ground
24.0,-0.085,0.260,0.390,0.275,0.350,0.355,Near landing
24.3,-0.190,0.150,0.280,0.175,0.255,0.265,Soft touchdown together
24.6,-0.265,0.070,0.195,0.105,0.185,0.200,Settling on earth
24.9,-0.310,0.020,0.140,0.065,0.140,0.160,All joints grounded
25.2,-0.325,-0.005,0.110,0.050,0.120,0.145,Still together at bottom
25.5,-0.310,0.015,0.105,0.055,0.120,0.150,Breath at nadir
25.8,-0.270,0.055,0.125,0.080,0.140,0.170,New energy emerges
26.1,-0.205,0.120,0.170,0.130,0.180,0.210,Pulse begins - all joints
26.4,-0.120,0.205,0.235,0.200,0.240,0.270,First pulse outward
26.7,-0.020,0.310,0.320,0.290,0.320,0.350,Pulse expands
27.0,0.090,0.430,0.425,0.395,0.415,0.445,Synchronized pulse peak
27.3,0.045,0.370,0.365,0.340,0.365,0.395,Pull back together
27.6,-0.025,0.285,0.280,0.260,0.295,0.325,Gather for second pulse
27.9,0.060,0.390,0.390,0.375,0.405,0.440,Second pulse launches
28.2,0.175,0.535,0.540,0.525,0.555,0.595,Pulse stronger
28.5,0.310,0.705,0.715,0.700,0.730,0.770,All joints expanding
28.8,0.245,0.625,0.635,0.615,0.650,0.690,Contract together
29.1,0.155,0.520,0.530,0.510,0.545,0.585,Prepare third pulse
29.4,0.285,0.660,0.680,0.665,0.705,0.750,Third pulse ignites
29.7,0.455,0.850,0.880,0.870,0.915,0.965,Bigger expansion
30.0,0.650,1.075,1.115,1.105,1.160,1.215,Pulse crescendo
30.3,0.545,0.960,0.995,0.985,1.035,1.090,Pull back
30.6,0.415,0.820,0.850,0.840,0.885,0.940,Gather energy
30.9,0.585,1.000,1.040,1.035,1.090,1.150,Fourth pulse - powerful
31.2,0.800,1.240,1.290,1.290,1.350,1.415,Strong synchronized surge
31.5,1.045,1.515,1.575,1.575,1.640,1.710,All joints committed
31.8,0.905,1.370,1.425,1.425,1.490,1.560,Contract
32.1,0.740,1.200,1.250,1.250,1.310,1.380,Coiling for fifth
32.4,0.955,1.440,1.500,1.505,1.570,1.645,Fifth pulse explosive
32.7,1.225,1.750,1.820,1.830,1.900,1.980,Massive expansion
33.0,1.530,2.090,2.170,2.185,2.260,2.345,Peak surge together
33.3,1.385,1.935,2.010,2.020,2.095,2.180,Hold the power
33.6,1.215,1.755,1.825,1.830,1.900,1.985,Begin final descent
33.9,1.025,1.555,1.620,1.620,1.685,1.770,Flowing down synchronized
34.2,0.825,1.345,1.405,1.400,1.460,1.545,All joints descending
34.5,0.620,1.135,1.190,1.180,1.235,1.320,Harmonic fall
34.8,0.420,0.930,0.980,0.965,1.015,1.100,Coordinated descent
35.1,0.235,0.735,0.780,0.760,0.805,0.890,Drawing toward earth
35.4,0.070,0.555,0.595,0.570,0.610,0.695,Approaching ground
35.7,-0.070,0.395,0.430,0.400,0.435,0.520,Near landing
36.0,-0.185,0.260,0.290,0.255,0.285,0.370,Soft touchdown
36.3,-0.270,0.150,0.175,0.140,0.165,0.250,Settling together
36.6,-0.325,0.070,0.090,0.060,0.075,0.160,All joints grounded
36.9,-0.350,0.020,0.040,0.010,0.020,0.105,Deep stillness
37.2,-0.345,0.005,0.020,0.000,0.000,0.080,Breath hold
37.5,-0.315,0.015,0.025,0.010,0.005,0.080,Shimmer begins - all joints
37.8,-0.260,0.050,0.055,0.045,0.035,0.105,Subtle synchronized movement
38.1,-0.185,0.110,0.110,0.105,0.090,0.155,Building micro-dance
38.4,-0.090,0.195,0.190,0.190,0.170,0.230,All joints trembling
38.7,0.020,0.305,0.295,0.300,0.275,0.330,Shimmer intensifies
39.0,0.145,0.435,0.425,0.435,0.405,0.455,Harmonic vibration
39.3,0.285,0.585,0.575,0.590,0.555,0.600,All voices shaking
39.6,0.440,0.750,0.745,0.765,0.725,0.765,Synchronized tremor peak
39.9,0.365,0.665,0.660,0.680,0.645,0.685,Settle slightly
40.2,0.270,0.560,0.555,0.575,0.545,0.585,Continue shimmer
40.5,0.400,0.705,0.705,0.730,0.700,0.745,Second tremor wave
40.8,0.560,0.880,0.885,0.915,0.885,0.930,Building intensity
41.1,0.745,1.080,1.090,1.125,1.095,1.140,All joints vibrating strong
41.4,0.640,0.970,0.980,1.010,0.985,1.030,Pull back
41.7,0.515,0.840,0.850,0.880,0.855,0.900,Gather
42.0,0.670,1.010,1.025,1.060,1.035,1.085,Third tremor surge
42.3,0.855,1.210,1.230,1.270,1.245,1.295,Powerful shake
42.6,1.065,1.435,1.460,1.505,1.480,1.530,Peak vibration together
42.9,0.935,1.295,1.315,1.360,1.335,1.385,Ease back
43.2,0.785,1.135,1.155,1.195,1.170,1.220,Settling tremor
43.5,0.945,1.310,1.335,1.380,1.355,1.410,Final shake builds
43.8,1.140,1.520,1.550,1.600,1.575,1.635,All joints committed
44.1,1.360,1.755,1.790,1.845,1.820,1.880,Maximum tremor
44.4,1.230,1.615,1.645,1.695,1.670,1.730,Begin final resolution
44.7,1.075,1.450,1.480,1.525,1.500,1.560,Descending together
45.0,0.900,1.270,1.295,1.335,1.310,1.370,Harmonic descent begins
45.3,0.715,1.080,1.105,1.140,1.115,1.175,All joints falling
45.6,0.530,0.890,0.910,0.945,0.920,0.980,Synchronized settling
45.9,0.355,0.705,0.725,0.755,0.730,0.790,Flowing downward
46.2,0.195,0.535,0.550,0.580,0.555,0.615,Approaching rest
46.5,0.060,0.385,0.395,0.425,0.400,0.460,Near ground
46.8,-0.050,0.255,0.265,0.290,0.265,0.325,Soft landing together
47.1,-0.135,0.150,0.160,0.180,0.155,0.215,Touching earth
47.4,-0.195,0.075,0.080,0.100,0.075,0.135,Settling in unison
47.7,-0.230,0.025,0.030,0.045,0.020,0.080,Deep settling
48.0,-0.245,0.000,0.005,0.015,0.000,0.050,Almost still
48.3,-0.240,0.000,0.000,0.005,0.000,0.040,Trembling silence
48.6,-0.220,0.015,0.010,0.010,0.010,0.045,Final breath begins
48.9,-0.185,0.045,0.035,0.030,0.035,0.065,All joints exhaling
49.2,-0.135,0.090,0.075,0.065,0.075,0.100,Synchronized release
49.5,-0.075,0.150,0.130,0.115,0.130,0.150,Flowing to neutral
49.8,-0.010,0.220,0.200,0.180,0.200,0.215,Approaching zero together
50.1,0.055,0.300,0.280,0.255,0.280,0.295,Through center
50.4,0.115,0.380,0.365,0.340,0.370,0.385,Gentle rise
50.7,0.165,0.455,0.445,0.420,0.455,0.470,All joints lifting
51.0,0.205,0.520,0.515,0.490,0.530,0.545,Harmonic ascent
51.3,0.230,0.575,0.575,0.550,0.595,0.610,Near peaceful peak
51.6,0.245,0.615,0.620,0.595,0.645,0.660,Gentle summit
51.9,0.240,0.630,0.640,0.615,0.670,0.685,Hold softly
52.2,0.220,0.625,0.635,0.615,0.670,0.685,Trembling at top
52.5,0.190,0.600,0.615,0.595,0.650,0.665,Begin final fall
52.8,0.150,0.560,0.575,0.555,0.610,0.625,Descending together
53.1,0.105,0.505,0.520,0.505,0.555,0.570,All joints falling gently
53.4,0.060,0.440,0.455,0.440,0.490,0.505,Synchronized descent
53.7,0.020,0.370,0.385,0.370,0.420,0.435,Flowing downward
54.0,-0.015,0.295,0.310,0.295,0.345,0.360,Approaching earth
54.3,-0.045,0.225,0.235,0.225,0.270,0.285,Near ground
54.6,-0.065,0.160,0.170,0.160,0.200,0.215,Gentle landing
54.9,-0.080,0.105,0.115,0.105,0.140,0.155,Touching down softly
55.2,-0.085,0.065,0.070,0.065,0.095,0.110,Settling together
55.5,-0.085,0.035,0.040,0.035,0.060,0.075,Almost still
55.8,-0.080,0.020,0.020,0.020,0.040,0.050,Deep quiet
56.1,-0.070,0.010,0.010,0.010,0.025,0.035,Trembling stillness
56.4,-0.055,0.005,0.005,0.005,0.015,0.025,Final settling
56.7,-0.040,0.005,0.005,0.005,0.010,0.020,Barely moving
57.0,-0.025,0.003,0.003,0.003,0.008,0.015,Fading together
57.3,-0.015,0.002,0.002,0.002,0.005,0.010,Last whisper
57.6,-0.008,0.001,0.001,0.001,0.003,0.006,Dissolving
57.9,-0.003,0.001,0.001,0.001,0.002,0.003,Vanishing
58.2,-0.001,0.000,0.000,0.000,0.001,0.001,Nearly gone
58.5,0.000,0.000,0.000,0.000,0.000,0.001,Almost silence
58.8,0.000,0.000,0.000,0.000,0.000,0.000,Silence approaches
59.1,0.000,0.000,0.000,0.000,0.000,0.000,Perfect stillness
59.4,0.000,0.000,0.000,0.000,0.000,0.000,Silence holds
59.7,0.000,0.000,0.000,0.000,0.000,0.000,Complete rest
60.0,0.000,0.000,0.000,0.000,0.000,0.000,End - all voices silent
